 1.00000	-nan 
 1.00100	-nan 
 1.00200	-nan 
 1.00300	-nan 
 1.00400	-nan 
 1.00500	-nan 
 1.00600	-nan 
 1.00700	-nan 
 1.00800	-nan 
 1.00900	-nan 
 1.01000	0.42904 
 1.01100	0.96437 
 1.01200	1.40485 
 1.01300	1.79946 
 1.01400	2.16453 
 1.01500	2.50817 
 1.01600	2.83515 
 1.01700	3.14861 
 1.01800	3.45076 
 1.01900	3.74321 
 1.02000	4.02720 
 1.02100	4.30371 
 1.02200	4.57351 
 1.02300	4.83726 
 1.02400	5.09550 
 1.02500	5.34868 
 1.02600	5.59718 
 1.02700	5.84136 
 1.02800	6.08149 
 1.02900	6.31785 
 1.03000	6.55065 
 1.03100	6.78011 
 1.03200	7.00640 
 1.03300	7.22970 
 1.03400	7.45015 
 1.03500	7.66788 
 1.03600	7.88303 
 1.03700	8.09570 
 1.03800	8.30600 
 1.03900	8.51402 
 1.04000	8.71986 
 1.04100	8.92360 
 1.04200	9.12532 
 1.04300	9.32508 
 1.04400	9.52295 
 1.04500	9.71900 
 1.04600	9.91328 
 1.04700	10.10585 
 1.04800	10.29676 
 1.04900	10.48607 
 1.05000	10.67381 
 1.05100	10.86003 
 1.05200	11.04477 
 1.05300	11.22807 
 1.05400	11.40997 
 1.05500	11.59051 
 1.05600	11.76971 
 1.05700	11.94761 
 1.05800	12.12424 
 1.05900	12.29964 
 1.06000	12.47382 
 1.06100	12.64681 
 1.06200	12.81864 
 1.06300	12.98934 
 1.06400	13.15893 
 1.06500	13.32743 
 1.06600	13.49486 
 1.06700	13.66124 
 1.06800	13.82660 
 1.06900	13.99095 
 1.07000	14.15431 
 1.07100	14.31671 
 1.07200	14.47815 
 1.07300	14.63865 
 1.07400	14.79823 
 1.07500	14.95691 
 1.07600	15.11470 
 1.07700	15.27162 
 1.07800	15.42768 
 1.07900	15.58289 
 1.08000	15.73726 
 1.08100	15.89082 
 1.08200	16.04357 
 1.08300	16.19552 
 1.08400	16.34669 
 1.08500	16.49709 
 1.08600	16.64672 
 1.08700	16.79561 
 1.08800	16.94375 
 1.08900	17.09117 
 1.09000	17.23787 
 1.09100	17.38386 
 1.09200	17.52914 
 1.09300	17.67374 
 1.09400	17.81765 
 1.09500	17.96089 
 1.09600	18.10347 
 1.09700	18.24539 
 1.09800	18.38666 
 1.09900	18.52729 
 1.10000	18.66728 
 1.10100	18.80666 
 1.10200	18.94541 
 1.10300	19.08355 
 1.10400	19.22109 
 1.10500	19.35803 
 1.10600	19.49439 
 1.10700	19.63016 
 1.10800	19.76535 
 1.10900	19.89997 
 1.11000	20.03403 
 1.11100	20.16753 
 1.11200	20.30048 
 1.11300	20.43288 
 1.11400	20.56474 
 1.11500	20.69606 
 1.11600	20.82685 
 1.11700	20.95712 
 1.11800	21.08687 
 1.11900	21.21611 
 1.12000	21.34484 
 1.12100	21.47306 
 1.12200	21.60078 
 1.12300	21.72801 
 1.12400	21.85475 
 1.12500	21.98101 
 1.12600	22.10678 
 1.12700	22.23208 
 1.12800	22.35691 
 1.12900	22.48126 
 1.13000	22.60516 
 1.13100	22.72859 
 1.13200	22.85158 
 1.13300	22.97411 
 1.13400	23.09619 
 1.13500	23.21783 
 1.13600	23.33903 
 1.13700	23.45979 
 1.13800	23.58012 
 1.13900	23.70003 
 1.14000	23.81950 
 1.14100	23.93856 
 1.14200	24.05720 
 1.14300	24.17542 
 1.14400	24.29324 
 1.14500	24.41064 
 1.14600	24.52765 
 1.14700	24.64425 
 1.14800	24.76045 
 1.14900	24.87625 
 1.15000	24.99167 
 1.15100	25.10669 
 1.15200	25.22133 
 1.15300	25.33559 
 1.15400	25.44946 
 1.15500	25.56296 
 1.15600	25.67608 
 1.15700	25.78884 
 1.15800	25.90122 
 1.15900	26.01324 
 1.16000	26.12489 
 1.16100	26.23618 
 1.16200	26.34711 
 1.16300	26.45769 
 1.16400	26.56791 
 1.16500	26.67778 
 1.16600	26.78731 
 1.16700	26.89649 
 1.16800	27.00532 
 1.16900	27.11381 
 1.17000	27.22197 
 1.17100	27.32978 
 1.17200	27.43727 
 1.17300	27.54442 
 1.17400	27.65124 
 1.17500	27.75773 
 1.17600	27.86389 
 1.17700	27.96974 
 1.17800	28.07526 
 1.17900	28.18046 
 1.18000	28.28535 
 1.18100	28.38992 
 1.18200	28.49417 
 1.18300	28.59812 
 1.18400	28.70175 
 1.18500	28.80508 
 1.18600	28.90811 
 1.18700	29.01083 
 1.18800	29.11324 
 1.18900	29.21536 
 1.19000	29.31718 
 1.19100	29.41871 
 1.19200	29.51994 
 1.19300	29.62087 
 1.19400	29.72152 
 1.19500	29.82188 
 1.19600	29.92195 
 1.19700	30.02173 
 1.19800	30.12123 
 1.19900	30.22045 
 1.20000	30.31939 
 1.20100	30.41805 
 1.20200	30.51643 
 1.20300	30.61454 
 1.20400	30.71237 
 1.20500	30.80993 
 1.20600	30.90721 
 1.20700	31.00423 
 1.20800	31.10098 
 1.20900	31.19746 
 1.21000	31.29368 
 1.21100	31.38964 
 1.21200	31.48533 
 1.21300	31.58076 
 1.21400	31.67593 
 1.21500	31.77085 
 1.21600	31.86551 
 1.21700	31.95991 
 1.21800	32.05406 
 1.21900	32.14796 
 1.22000	32.24160 
 1.22100	32.33500 
 1.22200	32.42815 
 1.22300	32.52105 
 1.22400	32.61370 
 1.22500	32.70611 
 1.22600	32.79828 
 1.22700	32.89021 
 1.22800	32.98189 
 1.22900	33.07334 
 1.23000	33.16454 
 1.23100	33.25551 
 1.23200	33.34625 
 1.23300	33.43675 
 1.23400	33.52702 
 1.23500	33.61705 
 1.23600	33.70685 
 1.23700	33.79643 
 1.23800	33.88577 
 1.23900	33.97489 
 1.24000	34.06378 
 1.24100	34.15244 
 1.24200	34.24088 
 1.24300	34.32910 
 1.24400	34.41710 
 1.24500	34.50487 
 1.24600	34.59243 
 1.24700	34.67976 
 1.24800	34.76688 
 1.24900	34.85378 
 1.25000	34.94047 
 1.25100	35.02694 
 1.25200	35.11320 
 1.25300	35.19924 
 1.25400	35.28507 
 1.25500	35.37070 
 1.25600	35.45611 
 1.25700	35.54131 
 1.25800	35.62631 
 1.25900	35.71110 
 1.26000	35.79568 
 1.26100	35.88006 
 1.26200	35.96423 
 1.26300	36.04820 
 1.26400	36.13197 
 1.26500	36.21554 
 1.26600	36.29891 
 1.26700	36.38207 
 1.26800	36.46504 
 1.26900	36.54782 
 1.27000	36.63039 
 1.27100	36.71277 
 1.27200	36.79496 
 1.27300	36.87695 
 1.27400	36.95874 
 1.27500	37.04035 
 1.27600	37.12176 
 1.27700	37.20298 
